vote_average,title
6.9,Zatôichi Meets Yojimbo
4.8,Deep in the Valley
9.5,King of Katoren
5.0,Tokyo Trial
7.5,"Harvest: 3,000 Years"
5.6,My Fake Fiance
7.0,Sissi: The Young Empress
0.0,As You Like It
3.5,Below the Belt
4.5,"Aries Spears: Hollywood, Look I'm Smiling"
4.9,Kiss of the Damned
7.1,Stories We Tell
6.7,Darkon
6.6,180° South: Conquerors of the Useless
3.5,After Alice
7.6,Mimino
5.6,The Jeffrey Dahmer Files
5.8,Senność
6.7,Cycling with Molière
5.4,Company of Heroes
7.0,Three Smart Girls Grow Up
7.8,Ivan Vasilyevich Changes His Profession
4.9,The Dead Man and Being Happy
4.2,Players
5.6,Livid
5.6,Only God Forgives
6.0,The Hangover Part III
7.7,Garbo: The Spy
6.7,Fast & Furious 6
6.4,Epic
4.7,Captain America
7.3,Seasons of the Year
9.0,Tie Xi Qu: West of the Tracks
4.0,Night at the Crossroads
6.5,The Rink
3.5,Captain America II: Death Too Soon
6.2,Bastards of the Party
7.1,The Past
5.2,Lathe of Heaven
6.3,Down Terrace
5.9,My Wrongs 8245-8249 And 117
5.0,Bush Mama
3.8,"Surrender, Dorothy"
4.0,The Twonky
5.5,The Loss of a Teardrop Diamond
7.7,The Broken Circle Breakdown
6.5,After School Midnighters
6.0,Life Back Then
5.3,The Devil's Carnival
7.3,Frances Ha
5.1,The Lords of Salem
5.6,Up Periscope
6.2,Alive and Ticking
3.9,Cell Count
6.6,Behind the Candelabra
5.5,India: Matri Bhumi
9.5,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty
6.7,The Parade
4.3,L.A. Zombie
6.0,Firecracker
0.0,National Lampoon's Attack of the 5 Ft. 2 Women
0.0,Babies For Sale
4.8,Earth's Final Hours
5.8,Finding a Family
5.3,With Great Power: The Stan Lee Story
5.3,Aftershock
6.6,3096 Days
6.8,My Stuff
6.5,Hilton!
5.4,The Human Scale
7.3,Privilege
7.1,Little Girl
5.3,The Last Elvis
7.5,Last Days Here
5.0,After Earth
7.0,Dream Demon
5.5,Act One
5.0,Fairhaven
5.0,Derek
4.4,The Devil Within Her
5.4,In the Park
7.3,Now You See Me
6.0,Lovelace
1.0,A Dangerous Place
5.1,Modify
6.2,Hiroshima
6.6,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death
4.9,Dark Circles
5.8,Assault on Wall Street
5.0,Interview with a Hitman
6.4,Special Forces
6.3,Feeding Frenzy
5.5,Age of Heroes
6.7,All In: The Poker Movie
5.6,Nice Guy Johnny
6.7,Take Me Home
6.8,An Ideal Husband
6.1,Any Wednesday
5.0,Attack on the Iron Coast
7.5,Le combat dans l'île
6.0,The Era of Vampires
6.0,"East, West, East: The Final Sprint"
5.7,Somebody Up There Likes Me
6.3,Mary and Martha
5.0,Opera Jawa
5.5,Redd Inc.
5.7,Rapado
6.5,The Color of Friendship
6.1,Berberian Sound Studio
7.1,The Way Way Back
5.5,Foxfire
7.5,Vasermil
9.0,Whole
7.1,Penthouse
5.0,Come Out and Play
6.7,Just Like Brothers
7.5,The Body
7.5,I Don't Want to Go Back Alone
7.1,Much Ado About Nothing
6.6,Any Day Now
6.4,They Call Us Misfits
5.7,No and Me
5.6,His New Profession
6.5,Man of Steel
5.4,Shanghaied
7.0,The Kings of Summer
7.5,Pyaar Ka Punchnama
8.0,"London, Paris, New York"
5.7,The Big Wedding
6.9,Still Mine
7.1,Hannah Arendt
6.6,The Other Family
8.0,Birders: The Central Park Effect
7.0,Bakhita
6.0,The Purge
5.8,The Neighbor
5.3,God Bless Ozzy Osbourne
6.6,The Reluctant Fundamentalist
4.9,Rapture-Palooza
5.8,After Him
6.3,The Witches
5.5,Tetsuo: The Bullet Man
7.4,20 Feet from Stardom
10.0,Perfumed Nightmare
5.1,Far Out Man
0.0,Bad Blood: A Cautionary Tale
5.8,Beverly Hills Chihuahua 3 - Viva La Fiesta!
7.2,AM1200
7.0,The Executioner
5.3,The Bling Ring
5.1,The Mugger
7.0,Monsters University
0.0,Donos de Portugal
4.4,Hammer of the Gods
5.7,6 Month Rule
6.4,A Beginner's Guide to Endings
7.0,The War You Don't See
5.8,Schlussmacher
8.0,From the East
8.0,Doomed Love
5.0,"Reason, Debate and a Story"
0.0,Julius Caesar
4.3,Wedding Trough
6.2,Oblivion Island: Haruka and the Magic Mirror
6.5,Eden
6.1,Days of Grace
6.9,Fullmetal Alchemist: The Sacred Star of Milos
4.3,American Idiots
5.9,Maniac
5.3,Not Suitable For Children
5.5,A Common Man
6.7,Pacific Rim
6.4,Lego Batman: The Movie - DC Super Heroes Unite
7.7,The Best Offer
5.6,Sassy Pants
5.0,A Flea In Her Ear
6.0,Ada
3.9,Adam and Eve
6.7,World War Z
6.4,Elysium
7.1,Dirty Wars
5.0,I Want to Marry Ryan Banks
5.2,K-911
6.3,Mr. Moto's Gamble
6.3,Unconditional
7.3,Sign 'o' the Times
6.7,Just Before Dawn
6.2,We Steal Secrets: The Story of WikiLeaks
7.4,What Maisie Knew
3.3,Dragon Hunter
6.1,Shark Alarm at Müggel Lake
6.4,The Revisionaries
6.8,The Anniversary
0.0,The Purple Gang
7.8,The Death of Maria Malibran
5.8,American Mary
4.1,Liz & Dick
6.2,Europa Report
5.0,Känd från TV
6.6,Odd Thomas
4.0,Cigarettes and Coffee
7.2,Jim Gaffigan: Mr. Universe
7.0,The Projectionist
6.5,The Vampire
7.7,The Sound of Insects: Record of a Mummy
5.6,Blutzbrüdaz
7.0,Despicable Me 2
6.3,White House Down
6.7,The World's End
2.7,Keith Lemon: The Film
5.3,Back to 1942
5.9,Hummingbird
4.9,Love and Lemons
4.0,The Hounds
6.5,The Heat
4.9,Very Important Person
3.3,The Last Seven
5.9,The Lone Ranger
6.2,Happiness Never Comes Alone
7.7,My Perestroika
7.3,A Millionaire for Christy
4.4,Aftershock: Earthquake in New York
5.8,The Doctor and the Devils
6.3,Flicker
6.0,Hong Kong Confidential
3.1,Life Without Dick
6.0,Hypocrites
6.6,A Grandpa for Christmas
3.7,"Ah, Wilderness!"
5.4,Crossfire Trail
6.7,The Thieves
7.5,Woody Allen: A Documentary
6.4,Epitaph
5.1,Passion
7.1,Pussy Riot: A Punk Prayer
8.0,Batman Unmasked: The Psychology of the Dark Knight
3.9,Ghoulies III: Ghoulies Go to College
3.1,Ghoulies IV
6.3,Call Girl
5.8,Alive Day Memories: Home from Iraq
6.8,How to Make Money Selling Drugs
4.8,The Stig-Helmer Story
5.5,The Ice House
3.7,Return of the Living Dead: Necropolis
6.0,V/H/S/2
4.3,Return of the Living Dead: Rave to the Grave
4.5,Arctic Blast
6.2,Gideon's Army
5.8,Macbeth
3.4,The Knot
5.0,Cottage Country
7.0,Along the Great Divide
0.0,Ambush Trail
5.4,American Samurai
7.2,Food Matters
5.1,Bad Girls
6.8,ICHI
5.3,The Shadow Riders
6.9,Inadequate People
5.3,Kid Millions
6.8,The Spectacular Now
5.7,Thanks for Sharing
5.2,The Lifeguard
4.0,Ed Hardy: Tattoo the World
4.8,Vile
7.2,What's in a Name
0.0,Partners: The Movie II
6.7,A Hijacking
5.8,Trilogy of Terror II
6.8,Big Star: Nothing Can Hurt Me
7.4,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington
2.0,It's a Bikini World
5.3,Dead Man's Burden
6.6,Downloaded
5.3,Jug Face
0.0,Chu Chin Chow
6.4,Gagarin: First in Space
5.0,Taming of the Fire
3.8,Sharknado
4.0,Hamlet
5.8,Please Remove Your Shoes
5.9,Craig Ferguson: I'm Here to Help
7.3,Stuck in Love
6.3,Class Act
5.5,How to Live Forever
4.0,ATF
4.6,Den ofrivillige golfaren
5.8,Brain Dead
7.3,Fruitvale Station
5.0,A Limousine the Colour of Midsummer's Eve
7.0,Apple in the River
9.0,Making a Killing: The Untold Story of Psychotropic Drugging
0.0,Pax Americana and the Weaponization of Space
6.3,Arizona Raiders
7.3,Bhaag Milkha Bhaag
6.4,D-Day
5.1,The Terror Within
6.6,The Surgeon
5.9,Tai Chi Hero
4.7,Zombies on Broadway
5.4,R.I.P.D.
5.4,The Client List
7.3,Justice League: The Flashpoint Paradox
7.0,United
0.0,Death Is a Woman
6.0,Ip Man: The Final Fight
5.6,Pawn Shop Chronicles
5.3,Killing Season
3.3,Joker
0.0,My Avatar and Me
5.9,The Blood Beast Terror
6.3,A Field in England
7.4,The Conjuring
4.8,Everything
5.4,Love
5.1,Mean Girls 2
5.2,The Colony
5.4,A Warrior's Heart
0.0,An Angel Named Billy
6.2,Scenic Route
5.1,Slave Girls
6.2,"Bashu, the Little Stranger"
3.3,Wild Gals of the Naked West
5.9,The Cheshire Murders
5.2,Dragon Age: Dawn of the Seeker
3.9,The Damned
7.5,Gasland Part II
8.4,The Human Behavior Experiments
6.1,Turbo
6.1,Gunman's Walk
3.8,The Devil's in the Details
6.3,The Wolverine
4.0,Sol
5.6,The Devil Dared Me To
5.3,Sky West and Crooked
6.0,Make Believe
5.5,Gold
6.5,Sacrificio: Who Betrayed Che Guevara
7.5,Let's Make Money
6.7,The Middle of the World
8.0,The Crash Reel
6.0,Drinking Buddies
4.9,90 Minutes
4.9,Hell Baby
6.4,RED 2
6.0,Miami Connection
6.1,The Battery
6.7,Coffee Town
4.2,The Death of the Incredible Hulk
6.0,"Nick Carter, Master Detective"
5.0,Vehicle 19
6.3,To Get to Heaven First You Have to Die
5.0,Tinpis Run
2.5,Out of Life
6.8,Fetching Cody
6.3,Black & White & Sex
7.3,Witchhammer
7.5,Whisper of Sin
6.0,Forest of the Gods
8.0,RFK Must Die The Assassination Of Bobby Kennedy
7.2,New World
6.0,Page Miss Glory
7.5,The Battle for Marjah
3.4,Holidays by the Sea
4.7,Revenge for Jolly!
6.4,Night Train to Lisbon
3.0,Bigfoot
7.6,Consuming Kids: The Commercialization of Childhood
7.1,The Breath
4.8,Iran Is Not the Problem
0.0,Mighty Uke
3.3,The Hard Man
6.6,2 Guns
6.0,First Comes Love
6.6,Rafa
6.8,Giorgino
5.0,The All Together
2.5,Aloha Summer
6.6,Hell and Back Again
6.1,Lost in Thailand
5.6,The Last Days
6.6,Our Nixon
7.0,Off the Menu: The Last Days of Chasen's
5.3,Darling Companion
7.0,Blue Jasmine
5.7,Frankenstein's Army
7.3,The Great Beauty
6.0,Whatever You Say
5.2,Troma's War
7.5,Only the Young
4.1,The Canyons
7.2,Always Outnumbered
6.0,And You Thought Your Parents Were Weird!
5.5,Andy Hardy's Double Life
6.7,They Called Him Bulldozer
6.3,Bomber
7.0,Three Giant Men
4.1,Blood Shot
0.0,Another Face
6.5,Armored Car Robbery
6.2,"Love, Marilyn"
3.8,Beneath
4.8,Arena
3.1,The Second Arrival
3.0,Two Guys Talkin' About Girls
5.7,Phantom of the Megaplex
5.0,The Redhead from Wyoming
5.0,Battle for Brooklyn
5.9,Vares - The Path Of The Righteous Men
6.5,Alcan Highway
7.7,Louis C.K.: Oh My God
7.0,The Count of Monte Cristo
5.9,Percy Jackson: Sea of Monsters
5.5,The Smurfs 2
6.5,Alan Partridge: Alpha Papa
6.3,Class of 1999
6.3,Computer Chess
6.3,The Devil's Nightmare
6.1,The Attack
7.1,My Little Pony: Equestria Girls
7.4,Lupin the Third: The Secret of Mamo
3.6,Bloody Murder
8.5,Miss You Can Do It
5.0,Jay and Silent Bob Go Down Under
6.8,The Brute
5.8,Man of Tai Chi
5.8,Zombies of Mora Tau
4.6,The Giant Claw
6.0,Prince Avalanche
6.1,The Werewolf
6.6,Batman: Mystery of the Batwoman
6.3,Green Lantern: Emerald Knights
5.3,Creature with the Atom Brain
4.2,Kickboxer 3: The Art of War
7.4,From One Second to the Next
4.5,Kickboxer 4: The Agresor
4.1,Class of 1999 II - The Substitute
6.8,We're the Millers
10.0,Growing Pains
6.0,Burning Bright
5.8,Grown Ups 2
6.1,DEFCON: The Documentary
4.6,Jamie and Jessie Are Not Together
6.5,Drug War
6.8,The Cat and the Canary
10.0,Criminal Justice
4.8,Farmageddon
6.3,Kick-Ass 2
6.2,Riddick
5.7,Planes
7.1,"Fight, Zatôichi, Fight"
6.5,Mr. Moto in Danger Island
0.0,A Family Affair
5.8,Killer at Large
4.8,Cameron's Closet
7.9,Blackfish
5.6,Paranoia
6.9,The Legend of Kaspar Hauser
5.8,The Black Room
7.7,The Wind Rises
5.5,"Maria, ihm schmeckt's nicht!"
5.0,A golpes
5.7,Around the World Under the Sea
5.6,Evidence
6.0,Amorosa
6.0,Jobs
6.7,The Supper
8.5,Moving the Mountain
6.2,The Mortal Instruments: City of Bones
6.6,Hitler's Children
7.5,Flight of the Conchords: A Texan Odyssey
6.7,The First Grader
5.2,Touchy Feely
7.2,Four Horsemen
5.9,It Happened in Saint-Tropez
6.0,Vassilisa the Beautiful
7.2,The Butler
6.4,In a World...
6.4,Madhouse
6.0,Back Door to Hell
6.9,Terms and Conditions May Apply
0.0,Alias Ruby Blade
5.6,Between Sheets
6.3,Museum Hours
6.1,Ain't Them Bodies Saints
6.5,Money Matters
7.4,Sunset Strip
5.5,Wartorn: 1861-2010
3.6,A Cry in the Night
7.8,About Time
5.8,Tatsumi
6.5,Chennai Express
6.0,The Source Family
6.4,Cold Prey II
5.9,Cold Prey III
6.1,When Nietzsche Wept
6.2,Four Flies on Grey Velvet
6.5,Fill the Void
5.7,Truth or Dare
5.6,Shadows of Liberty
5.2,Looking for Hortense
7.1,Justice League: Crisis on Two Earths
6.8,Somewhere Between
6.7,The Snows of Kilimanjaro
6.5,Enter Nowhere
5.0,Journey to Portugal
7.5,Belarmino
6.1,The Frozen Ground
3.5,Blubberella
6.0,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues
0.0,The Marva Collins Story
6.6,You're Next
6.2,La Parisienne
0.0,Brothers O'Toole
7.5,Taipei Exchanges
0.0,Find Love
7.5,The Late Mathias Pascal
6.3,A Date with Judy
5.5,A Royal Scandal
10.0,A Ticklish Affair
7.2,The Woman in the Septic Tank
4.8,The Glass House
4.0,Confine
7.5,Sparrows Dance
5.7,Mediterranean Food
6.0,Clownhouse
4.9,Empire State
6.9,The Crimson Permanent Assurance
8.0,Dolly and Her Lover
7.8,The Immortals
4.8,Joyride
6.4,My Wife Is a Gangster 2
5.5,Queen of Montreuil
4.7,Crawlspace
4.9,The Ghostmaker
5.5,Mutants
0.0,Too Hot to Handle
8.0,Act of Love
6.2,The Seasoning House
7.0,Polite People
7.2,Logorama
5.8,The Little Traitor
6.4,Tidal Wave
9.0,Family Band: The Cowsills Story
5.0,The Chicago 8
4.4,The Stranger Within
5.5,Something Real and Good
4.2,The Last Drop
4.5,Autopsy
4.7,Komodo
0.0,"Trust Us, This Is All Made Up"
7.0,Apartment for Peggy
6.4,Back from Eternity
5.5,Back in Business
6.1,Adore
6.6,French Roast
8.0,TT3D: Closer to the Edge
4.6,The Lost Future
6.0,The Long Dark Hall
6.3,Sealed Cargo
6.6,Maria Bamford: The Special Special Special!
4.8,A Life of Her Own
4.5,The First Nudie Musical
7.5,Freeway
3.5,Naked Souls
6.0,Simon Killer
3.4,Dracula 3D
5.0,The Kidnapping Of The President
0.0,Kitchen Party
5.5,King Cobra
5.7,The Last of Robin Hood
6.2,The Suicide Shop
5.6,Subspecies
5.4,Bloodstone: Subspecies II
4.5,Bloodlust: Subspecies III
2.6,From Hell It Came
5.2,Zapped Again!
7.5,Instructions Not Included
5.8,Subspecies 4: Bloodstorm
6.9,The Motivation
5.8,The Conman
5.0,Koch
8.0,One Direction: This Is Us
5.0,Murder à la Mod
6.2,The Fireman
5.8,Closed Circuit
3.8,Doctors' Wives
3.5,Euro Trapped
2.2,Killjoy
3.0,Killjoy 2: Deliverance from Evil
4.8,Killjoy 3
6.3,Evocateur: The Morton Downey Jr. Movie
4.9,Getaway
4.5,A Teacher
6.9,"Leafie, a Hen Into the Wild"
5.7,Killjoy Goes To Hell
3.1,Puppet Master: Axis of Evil
5.5,Three Worlds
5.8,The Cockleshell Heroes
6.5,King of Texas
5.9,The Secret of the Third Planet
4.8,Hack!
6.5,Backlash
6.0,Black Sun: The Mythological Background of National Socialism
6.4,I Am
6.0,Phantom of the Rue Morgue
4.7,Bad Girl Island
5.0,Bad Men of Missouri
6.0,Badman's Country
5.5,Hunky Dory
7.0,American Vagabond
6.1,The Story of Luke
6.2,The Glass Web
4.3,The Incredible Melting Man
5.2,Rage of Honor
0.0,Setouchi Moonlight Serenade
7.3,Gravity
4.6,And Now a Word from Our Sponsor
5.8,Spin
5.3,Lisa
7.0,The Coward
5.9,I Spit on Your Grave 2
6.7,What If
8.0,Ping Pong
6.6,Angels of Sex
4.6,Deathsport
6.4,Unfinished Sky
6.6,The History of Future Folk
7.9,Prisoners
6.5,Out of the Furnace
6.0,The Conspiracy
6.6,Good Vibrations
6.6,Austenland
6.5,Insidious: Chapter 2
6.5,The Ultimate Life
7.7,Rush
6.6,This Is Martin Bonner
6.1,The Family
8.4,The Crimson Petal and the White
10.0,Almost Kings
5.4,High on Crack Street: Lost Lives in Lowell
6.3,King Lines
7.9,Short Term 12
5.3,At Any Price
4.0,I Was a Teenage Zombie
2.7,Joy of Sex
5.3,Just One of the Girls
6.9,Aurora Borealis
6.0,Badman's Territory
6.5,The Milky Way
5.0,Imaginary Witness: Hollywood and the Holocaust
5.8,Eminem AKA
6.4,Salinger
5.3,Tears of Steel
5.2,The Jerk Theory
5.8,Jungleground
5.0,Table No. 21
6.7,Paradise: Faith
8.0,The Human Family Tree
0.0,The Story of Maths
5.4,End of the Line
3.0,The Last Run
0.0,The Wet Parade
3.5,Collision Course
5.8,Post Tenebras Lux
10.0,Ice Age Columbus: Who Were the First Americans?
5.5,The To Do List
3.2,Dragon Day
6.0,The Wedding Party
5.8,The Unspeakable Act
5.9,Shakma
6.3,The Champion
5.5,A Jitney Elopement
5.5,The Factory
5.5,Peacetime
6.5,Saint Joan
7.9,Hawking
4.9,Pig Hunt
5.4,Officer Down
6.2,Princess Protection Program
0.0,The Cat's-Paw
4.0,His Regeneration
5.5,Mabel at the Wheel
4.6,Grand Masti
5.9,Battle of the Year
6.9,Louis Theroux: Twilight of the Porn Stars
6.5,"Nightmares in Red, White and Blue"
5.5,The Naked Civil Servant
6.7,An Englishman in New York
5.0,The Dragonphoenix Chronicles: Indomitable
2.7,Bandit's Silver Angel
4.3,Off Beat
6.1,Out on a Limb
5.2,Inescapable
6.0,Afternoon Delight
7.5,Casting By
6.3,The Notebook
5.7,Repeaters
6.0,The Pit
0.0,Barbed Wire
6.0,Bare Knuckles
6.3,Karate-Robo Zaborgar
6.1,America The Beautiful
6.8,Supporting Characters
6.4,Alps
7.7,Synth Britannia
8.0,Ruins
5.7,World Without End
4.2,Barricade
3.7,Killers from Space
5.6,The Monster that Challenged the World
4.9,Frog Dreaming
6.7,Linotype: The Film
0.0,Rocaterrania
6.1,Bastards
7.3,Talking Funny
7.4,Nebraska
5.2,Saint
5.5,Amsterdamned
6.6,Enough Said
5.9,Don Jon
5.8,Scatter My Ashes at Bergdorf's
5.3,Zambezia
6.7,Colorado Territory
7.0,102 Minutes That Changed America
0.0,Wanda Sykes: Sick and Tired
4.6,Sorceress
5.9,New Town Killers
4.0,The Tender Hook
5.3,Mushrooming
6.0,Mood Indigo
6.7,Metallica: Through the Never
8.3,The Century of the Self
5.2,Conquest
5.8,Crystal Fairy & the Magical Cactus
7.7,De Nieuwe Wildernis
2.5,First Cousin Once Removed
6.9,Machete Maidens Unleashed!
7.0,A Gathering of Old Men
4.4,I Will Follow You Into the Dark
2.0,Adventures of Kitty O'Day
0.0,An Innocent Affair
5.7,Ferocious
7.2,Shanghai
3.7,Paintball
6.4,Lincz
5.3,Tsunami: Caught on Camera
6.6,The Rise
5.0,The Circus Tent
4.2,Men Seeking Women
4.6,Scanners II: The New Order
3.9,Scanners III: The Takeover
5.5,Once Upon a Warrior
0.0,Apache Country
4.5,Every Other Week
5.8,Bad Milo
6.5,America The Beautiful 2: The Thin Commandments
6.0,Follow Me!
4.5,Orderly or Disorderly
5.8,Kabul Express
8.0,Miracle in Cell No. 7
6.9,Special 26
6.2,Jolene
6.2,Twice Upon a Time
5.5,Runner Runner
4.7,La Dilettante
7.2,Blue Is the Warmest Color
6.6,Temptation: Confessions of a Marriage Counselor
6.3,Future Weather
5.8,Something in the Air
7.6,Shake Hands with the Devil
6.1,I Declare War
6.6,The German Doctor
4.0,The Monitors
5.5,This Is Our Time
5.6,Curse of Chucky
1.7,Prison of the Dead
4.2,Rabid Grannies
5.9,Muhammad Ali's Greatest Fight
6.1,711 Ocean Drive
6.1,A Cadaver Christmas
5.9,Angel
4.7,Favela Rising
5.0,Mariage à Mendoza
7.8,Germany Pale Mother
5.8,Parkland
7.3,Imagine
7.6,Inequality for All
0.0,Narrien Illat
7.0,Sword of Desperation
4.8,The Mooring
5.0,Bride of the Earth
8.0,A Tale from the Past
5.0,Men and Women
4.7,Jesse James Meets Frankenstein's Daughter
6.2,On the Job
4.1,Adventures of a Teenage Dragonslayer
6.1,Alice Upside Down
5.6,Alice's Adventures in Wonderland
6.4,Cloudy with a Chance of Meatballs 2
5.5,Extraction
8.5,Microphone
6.7,Talaash
1.8,Blood Shack
5.9,Nobody Else But You
5.5,Almost You
5.1,Dirty
5.9,The Dish & the Spoon
6.1,Kumail Nanjiani: Beta Male
5.0,The Christian Revolt
4.3,The Devil's Ground
7.6,Captain Phillips
0.0,Television Under The Swastika
6.1,Les Misérables
6.2,After the Dark
5.9,It's Me It's Me
7.5,Year Zero: The Silent Death of Cambodia
10.0,Stealing a Nation
6.7,The Wall
0.0,They Only Kill Their Masters
6.8,Valentine Road
5.2,An All Dogs Christmas Carol
6.0,Another Harvest Moon
5.9,Fanatics
5.0,Beneath the Dark
6.7,An American Girl: McKenna Shoots for the Stars
5.0,Sincerely Yours
2.7,Are You Scared 2
5.5,Attila
5.9,Look
4.8,Avenger
3.7,Zombie Apocalypse
3.8,Zombie High
5.3,Machete Kills
4.0,I am Fishead
6.8,Filth
6.6,Romeo & Juliet
2.6,Drona
7.7,Calling Dr. Death
6.6,Sunshine on Leith
3.8,Wild Seven
6.7,The Frozen Ghost
0.0,Four Eyes and Six-Guns
5.6,Baggage Claim
6.1,Zero Charisma
7.7,Parking
5.5,Stitches
6.7,Escape Plan
6.5,Weird Woman
6.5,Dances with Dragon
5.3,Unrest
6.1,Haute Cuisine
6.1,Brazilian Western
6.0,Just Wright
8.1,My Grandfather's People
6.4,The Thief of Paris
4.5,Family Secrets
5.8,Carrie
7.3,The Legend of Lylah Clare
5.7,The Fifth Estate
6.5,Life According to Sam
5.5,Unhung Hero
4.3,A Place of One's Own
6.3,Superclásico
5.0,The Counselor
4.5,The Bikini Carwash Company
4.8,Bloodsuckers from Outer Space
4.9,Bloodsucking Freaks
5.0,Cinema Komunisto
4.7,Earth vs. the Spider
7.0,A Trip to Mars
6.5,One Small Hitch
7.0,A Stranger in Town
4.4,Another 9 1/2 Weeks
0.0,Back in the Saddle
6.7,The Unbelievers
4.8,Escape from Tomorrow
5.8,Frankenstein Conquers the World
4.2,Episode 3: Enjoy Poverty
5.6,Godzilla vs. Megaguirus
5.6,Godzilla vs. Megalon
6.6,Undocumented
5.8,Back To The Secret Garden
5.9,Cult of the Cobra
8.0,Jealousy
6.0,Rebirth of Mothra
4.3,Bloodsucking Pharaohs in Pittsburgh
5.3,Bloody Bloody Bible Camp
6.5,Bloody New Year
6.5,The Double
5.6,Godzilla vs. SpaceGodzilla
5.0,Deep Dark Canyon
7.9,12 Years a Slave
6.3,The Trouble with the Truth
6.0,The Right Kind of Wrong
6.6,Child's Pose
6.0,The Enemy Within
7.1,Kill Your Darlings
7.7,The Killing of America
5.7,Being Cyrus
7.3,Buddha Collapsed Out of Shame
5.9,Debtocracy
6.0,August
7.7,Mía
0.0,Silja - nuorena nukkunut
0.0,Watermarks
6.4,Heart of a Lion
0.0,Rosas Höllenfahrt
5.5,Kimjongilia
3.5,Backwoods
4.5,Bait Shop
4.2,Barrio Tales
6.7,The Day of the Crows
5.0,Space Amoeba
4.3,Varan the Unbelievable
7.5,Bridegroom
5.6,29 Palms
1.5,Alien Space Avenger
7.1,Miracle Run
5.6,Spinning Plates
6.6,All Is Lost
6.5,Pillow of Death
5.7,Rebirth of Mothra II
6.1,Rebirth of Mothra III
5.6,Arthur Newman
7.1,Inherit the Wind
5.3,A Little Help
4.3,Assault on a Queen
4.5,Bad Medicine
10.0,Running Wild
4.3,The Borrower
3.7,Boulevard
5.0,Man On a Mission: Richard Garriott's Road to the Stars
6.6,The Substance: Albert Hofmann's LSD
5.8,Bartok the Magnificent
6.6,Ender's Game
6.4,Maniac
7.8,The Blue Umbrella
7.0,Hello! How Are You?
5.3,TWA Flight 800
7.3,Toy Story of Terror!
5.0,Folies Bergère de Paris
7.0,The Thrill of Brazil
5.2,The Last Days on Mars
5.3,The Escape Artist
4.5,Death By China
6.2,The Verdict
6.4,Conversations with My Gardener
6.0,Bad Grandpa
5.8,Race
4.9,Freaky Deaky
6.8,Thor: The Dark World
5.8,The Great Texas Dynamite Chase
4.9,Fragment of Fear
0.0,Shock and Awe: The Story of Electricity
5.3,Tortured
4.0,Disfigured
5.9,Godzilla: Tokyo S.O.S.
7.9,Dallas Buyers Club
5.1,Gambit
7.4,Masquerade
7.8,Marc Maron: Thinky Pain
6.8,Such Hawks Such Hounds
7.0,Lessons of a Dream
4.9,Clash
5.3,Beatdown
5.6,You May Not Kiss the Bride
7.2,The Selfish Giant
5.3,Changing Sides
5.5,The Discreet
6.6,Bekas
7.3,A Touch of Sin
6.9,More Than Honey
4.3,The Man Who Captured Eichmann
6.4,Les patriotes
4.0,Looking for Lenny
8.5,Beau Brummel
